order_id,order_date,ship_date,ship_mode,customer_id,segment,state,region,category,sub_category,sales,quantity,discount,profit
CA-2076,2021-09-16,2021-09-23,Standard Class,CUS-389,Home Office,Florida,Central,Office Supplies,Pens,180.58,4,0.1,9.63
CA-2077,2022-05-17,2022-05-22,Standard Class,CUS-527,Home Office,New York,Central,Technology,Accessories,2967.62,8,0.0,534.17
CA-2078,2022-03-10,2022-03-15,Standard Class,CUS-372,Consumer,Washington,West,Technology,Copiers,2569.46,9,0.0,462.5
CA-2079,2023-07-08,2023-07-15,Standard Class,CUS-582,Corporate,California,West,Technology,Copiers,1277.53,4,0.4,-1047.58
CA-2080,2023-06-11,2023-06-14,Second Class,CUS-807,Corporate,Washington,East,Office Supplies,Binders,617.02,9,0.2,-95.64
CA-2081,2020-03-30,2020-04-05,Standard Class,CUS-327,Corporate,Illinois,Central,Technology,Phones,2679.15,5,0.1,35.72
CA-2082,2023-04-10,2023-04-13,Second Class,CUS-115,Consumer,Illinois,East,Furniture,Chairs,1109.69,3,0.4,-1020.91
CA-2083,2022-01-19,2022-01-21,First Class,CUS-932,Home Office,California,Central,Furniture,Tables,3115.47,5,0.0,249.24
CA-2084,2020-11-11,2020-11-14,Second Class,CUS-472,Home Office,Ohio,East,Office Supplies,Binders,281.56,4,0.2,-43.64
CA-2085,2020-02-15,2020-02-22,Standard Class,CUS-690,Corporate,California,West,Office Supplies,Pens,325.8,6,0.2,-50.5
CA-2086,2022-09-27,2022-10-03,Standard Class,CUS-343,Home Office,Ohio,East,Furniture,Tables,2523.78,5,0.1,-218.73
CA-2087,2023-01-11,2023-01-17,Standard Class,CUS-387,Corporate,Michigan,West,Office Supplies,Binders,674.04,8,0.0,148.29
CA-2088,2020-04-13,2020-04-19,Standard Class,CUS-201,Home Office,New York,West,Technology,Copiers,553.1,1,0.1,7.38
CA-2089,2020-10-30,2020-11-02,Second Class,CUS-495,Home Office,New York,Central,Furniture,Chairs,995.99,4,0.1,-86.32
CA-2090,2021-05-23,2021-05-26,Second Class,CUS-274,Corporate,Illinois,South,Technology,Laptops,1902.55,9,0.4,-1560.09
CA-2091,2022-04-09,2022-04-13,First Class,CUS-372,Corporate,Ohio,West,Furniture,Furnishings,1677.31,3,0.0,134.18
CA-2092,2020-01-15,2020-01-21,Standard Class,CUS-403,Corporate,New York,South,Technology,Copiers,4340.38,6,0.0,781.27
CA-2093,2022-10-21,2022-10-24,Second Class,CUS-659,Consumer,New York,West,Technology,Phones,1284.62,3,0.2,-250.5
CA-2094,2022-11-19,2022-11-19,Same Day,CUS-656,Consumer,New York,West,Office Supplies,Storage,677.47,7,0.0,149.04
CA-2095,2020-11-30,2020-12-02,First Class,CUS-167,Corporate,Florida,West,Technology,Copiers,5335.05,8,0.0,960.31
CA-2096,2021-01-10,2021-01-17,Standard Class,CUS-989,Corporate,Ohio,East,Technology,Copiers,1312.31,3,0.0,236.22
CA-2097,2022-08-19,2022-08-24,Standard Class,CUS-936,Home Office,California,West,Office Supplies,Appliances,541.85,6,0.0,119.21
CA-2098,2020-02-04,2020-02-05,Same Day,CUS-856,Home Office,Michigan,South,Furniture,Tables,3495.44,9,0.0,279.64
CA-2099,2020-05-26,2020-06-01,Standard Class,CUS-787,Home Office,Washington,South,Furniture,Bookcases,1396.92,7,0.4,-1285.17
CA-2100,2020-02-11,2020-02-18,Standard Class,CUS-128,Home Office,Ohio,East,Technology,Accessories,3287.87,7,0.0,591.82
CA-2101,2023-04-21,2023-04-24,First Class,CUS-136,Corporate,New York,West,Office Supplies,Binders,531.26,9,0.0,116.88
CA-2102,2022-11-11,2022-11-13,First Class,CUS-555,Home Office,California,South,Office Supplies,Pens,318.29,6,0.3,-134.59
CA-2103,2021-01-28,2021-02-03,Standard Class,CUS-747,Home Office,Ohio,South,Furniture,Tables,2416.43,8,0.0,193.31
CA-2104,2021-02-09,2021-02-12,Second Class,CUS-852,Home Office,Michigan,Central,Office Supplies,Storage,412.92,9,0.1,22.02
CA-2105,2020-01-08,2020-01-09,Same Day,CUS-288,Consumer,Texas,West,Office Supplies,Paper,233.21,5,0.1,12.44
CA-2106,2020-11-02,2020-11-07,Standard Class,CUS-947,Corporate,Illinois,South,Office Supplies,Binders,456.08,8,0.0,100.34
CA-2107,2023-08-26,2023-09-01,Standard Class,CUS-488,Home Office,Illinois,West,Office Supplies,Pens,232.0,4,0.1,12.37
CA-2108,2022-09-21,2022-09-26,Second Class,CUS-602,Consumer,Texas,South,Technology,Copiers,3299.82,6,0.2,-643.46
CA-2109,2022-03-05,2022-03-12,Standard Class,CUS-742,Corporate,Washington,East,Office Supplies,Appliances,220.17,6,0.1,11.74
CA-2110,2020-09-30,2020-10-07,Standard Class,CUS-564,Consumer,Illinois,East,Technology,Laptops,2650.94,6,0.2,-516.93
CA-2111,2021-07-14,2021-07-14,Same Day,CUS-821,Consumer,Washington,Central,Office Supplies,Storage,60.31,1,0.0,13.27
CA-2112,2020-01-23,2020-01-28,Standard Class,CUS-774,Consumer,Ohio,Central,Office Supplies,Paper,388.86,6,0.0,85.55
CA-2113,2023-09-07,2023-09-14,Standard Class,CUS-340,Consumer,Ohio,East,Technology,Phones,1413.23,7,0.2,-275.58
CA-2114,2022-04-03,2022-04-08,Second Class,CUS-482,Consumer,Texas,South,Technology,Laptops,440.62,2,0.4,-361.3
CA-2115,2023-10-30,2023-11-02,Second Class,CUS-583,Corporate,Illinois,East,Office Supplies,Paper,319.56,7,0.0,70.3
CA-2116,2023-04-21,2023-04-26,Standard Class,CUS-271,Corporate,Illinois,East,Furniture,Chairs,1345.29,7,0.1,-116.59
CA-2117,2020-02-22,2020-02-28,Standard Class,CUS-531,Corporate,California,East,Furniture,Furnishings,879.2,4,0.4,-808.87
CA-2118,2022-03-30,2022-04-04,Standard Class,CUS-565,Consumer,Ohio,Central,Technology,Copiers,1469.4,3,0.3,-680.12
CA-2119,2022-10-28,2022-11-03,Standard Class,CUS-124,Home Office,California,East,Furniture,Furnishings,1339.05,4,0.1,-116.05
CA-2120,2023-11-02,2023-11-09,Standard Class,CUS-203,Consumer,Ohio,West,Furniture,Bookcases,477.86,3,0.3,-268.97
CA-2121,2022-03-29,2022-04-05,Standard Class,CUS-135,Home Office,California,South,Furniture,Tables,4050.89,7,0.0,324.07
CA-2122,2022-03-26,2022-03-29,Second Class,CUS-654,Consumer,Illinois,West,Technology,Phones,149.68,1,0.4,-122.74
CA-2123,2023-10-27,2023-11-03,Standard Class,CUS-461,Home Office,Texas,West,Office Supplies,Appliances,134.89,2,0.0,29.68
CA-2124,2021-07-14,2021-07-18,Second Class,CUS-402,Home Office,Michigan,West,Furniture,Furnishings,2902.98,8,0.1,-251.59
CA-2125,2021-06-24,2021-06-25,Same Day,CUS-690,Consumer,Florida,East,Technology,Laptops,2977.04,6,0.0,535.87
CA-2126,2023-06-28,2023-07-04,Standard Class,CUS-932,Consumer,Ohio,West,Office Supplies,Pens,276.41,5,0.2,-42.84
CA-2127,2023-01-11,2023-01-16,Standard Class,CUS-757,Consumer,Michigan,West,Technology,Copiers,1749.02,3,0.1,23.32
CA-2128,2020-09-21,2020-09-27,Standard Class,CUS-254,Home Office,Florida,South,Furniture,Chairs,1831.06,4,0.1,-158.69
CA-2129,2023-08-28,2023-09-03,Standard Class,CUS-377,Consumer,Florida,East,Office Supplies,Paper,191.19,2,0.0,42.06
CA-2130,2020-05-27,2020-06-01,Second Class,CUS-335,Consumer,Michigan,South,Technology,Accessories,362.32,1,0.4,-297.1
CA-2131,2021-10-28,2021-11-03,Standard Class,CUS-574,Corporate,Ohio,East,Furniture,Chairs,1848.56,3,0.0,147.88
CA-2132,2023-01-05,2023-01-07,First Class,CUS-316,Consumer,Illinois,West,Furniture,Tables,2907.41,7,0.3,-1636.46
CA-2133,2021-03-25,2021-03-30,Standard Class,CUS-710,Corporate,Texas,East,Office Supplies,Storage,497.08,6,0.1,26.51
CA-2134,2022-04-13,2022-04-18,Standard Class,CUS-689,Corporate,Michigan,Central,Office Supplies,Binders,407.92,8,0.0,89.74
CA-2135,2021-07-14,2021-07-16,First Class,CUS-539,Home Office,New York,Central,Technology,Accessories,383.44,2,0.5,-506.15
CA-2136,2020-12-01,2020-12-04,Second Class,CUS-457,Consumer,Michigan,Central,Office Supplies,Paper,518.61,6,0.0,114.09
CA-2137,2022-06-08,2022-06-10,First Class,CUS-507,Corporate,California,East,Technology,Accessories,2191.86,4,0.2,-427.41
CA-2138,2023-08-02,2023-08-05,First Class,CUS-413,Home Office,Ohio,South,Furniture,Bookcases,3190.33,6,0.0,255.23
CA-2139,2020-03-12,2020-03-15,First Class,CUS-386,Corporate,California,West,Furniture,Tables,1142.45,2,0.0,91.4
CA-2140,2022-04-16,2022-04-22,Standard Class,CUS-985,Home Office,Ohio,West,Furniture,Furnishings,3199.18,8,0.0,255.93
CA-2141,2020-03-18,2020-03-21,First Class,CUS-493,Home Office,Illinois,East,Furniture,Tables,1092.61,3,0.4,-1005.2
CA-2142,2022-03-21,2022-03-28,Standard Class,CUS-198,Consumer,California,East,Office Supplies,Storage,357.59,6,0.1,19.07
CA-2143,2023-05-22,2023-05-25,Second Class,CUS-782,Corporate,New York,Central,Technology,Phones,540.88,1,0.2,-105.47
CA-2144,2023-11-26,2023-12-01,Standard Class,CUS-683,Corporate,Florida,Central,Office Supplies,Pens,581.33,7,0.1,31.0
CA-2145,2020-02-13,2020-02-18,Standard Class,CUS-603,Home Office,Illinois,East,Office Supplies,Paper,476.5,8,0.1,25.41
CA-2146,2020-06-23,2020-06-30,Standard Class,CUS-631,Home Office,Michigan,East,Furniture,Chairs,1307.02,6,0.0,104.56
CA-2147,2023-10-14,2023-10-18,Second Class,CUS-327,Consumer,New York,Central,Office Supplies,Binders,380.78,7,0.1,20.31
CA-2148,2020-05-02,2020-05-04,First Class,CUS-435,Corporate,Washington,West,Office Supplies,Appliances,191.31,7,0.3,-80.9
CA-2149,2022-03-14,2022-03-19,Second Class,CUS-800,Corporate,Illinois,West,Furniture,Bookcases,2629.29,8,0.1,-227.87
CA-2150,2022-09-01,2022-09-01,Same Day,CUS-953,Corporate,Illinois,Central,Office Supplies,Pens,329.34,7,0.2,-51.05
CA-2151,2022-07-25,2022-07-27,First Class,CUS-748,Home Office,Ohio,West,Office Supplies,Pens,100.65,2,0.0,22.14
CA-2152,2023-02-08,2023-02-08,Same Day,CUS-963,Consumer,Michigan,East,Furniture,Chairs,2149.82,8,0.0,171.99
CA-2153,2023-08-26,2023-08-31,Second Class,CUS-445,Corporate,Ohio,East,Office Supplies,Paper,627.36,8,0.0,138.02
CA-2154,2020-03-09,2020-03-10,Same Day,CUS-980,Home Office,California,South,Technology,Copiers,1864.04,3,0.0,335.53
CA-2155,2021-12-24,2021-12-26,First Class,CUS-102,Corporate,Florida,Central,Office Supplies,Paper,97.52,2,0.0,21.45
CA-2156,2022-01-24,2022-01-30,Standard Class,CUS-668,Corporate,Illinois,East,Furniture,Bookcases,1504.32,7,0.0,120.35
CA-2157,2022-10-19,2022-10-26,Standard Class,CUS-892,Consumer,California,Central,Furniture,Bookcases,3302.7,7,0.0,264.22
CA-2158,2021-12-10,2021-12-13,Second Class,CUS-893,Consumer,California,West,Furniture,Bookcases,303.28,1,0.1,-26.28
CA-2159,2022-10-09,2022-10-15,Standard Class,CUS-824,Home Office,Ohio,East,Office Supplies,Pens,163.45,2,0.1,8.72
CA-2160,2023-03-15,2023-03-20,Standard Class,CUS-986,Home Office,Florida,East,Technology,Copiers,2749.19,6,0.0,494.85
CA-2161,2023-07-02,2023-07-09,Standard Class,CUS-122,Home Office,California,Central,Furniture,Tables,1328.91,4,0.0,106.31
CA-2162,2023-12-17,2023-12-24,Standard Class,CUS-126,Home Office,Washington,West,Furniture,Bookcases,1200.64,3,0.1,-104.05
CA-2163,2022-09-08,2022-09-08,Same Day,CUS-140,Home Office,Washington,Central,Office Supplies,Binders,777.29,8,0.0,171.0
CA-2164,2021-09-01,2021-09-06,Standard Class,CUS-411,Home Office,Ohio,South,Office Supplies,Binders,99.64,2,0.1,5.31
CA-2165,2022-12-11,2022-12-13,First Class,CUS-392,Corporate,California,East,Office Supplies,Storage,649.73,7,0.0,142.94
CA-2166,2020-12-22,2020-12-29,Standard Class,CUS-797,Corporate,Michigan,West,Technology,Phones,3060.26,7,0.1,40.8
CA-2167,2022-04-19,2022-04-24,Standard Class,CUS-589,Home Office,Ohio,West,Technology,Laptops,2347.49,4,0.0,422.55
CA-2168,2021-07-12,2021-07-18,Standard Class,CUS-922,Consumer,Illinois,West,Technology,Laptops,452.84,2,0.5,-597.76
CA-2169,2021-01-06,2021-01-09,First Class,CUS-444,Home Office,Florida,South,Furniture,Bookcases,1475.25,4,0.0,118.02
CA-2170,2021-05-26,2021-05-30,Second Class,CUS-825,Corporate,Illinois,South,Furniture,Tables,1948.72,4,0.2,-574.87
CA-2171,2020-08-31,2020-09-03,Second Class,CUS-204,Corporate,Michigan,East,Technology,Copiers,1580.91,5,0.2,-308.28
CA-2172,2022-11-17,2022-11-23,Standard Class,CUS-949,Home Office,New York,Central,Office Supplies,Binders,38.59,1,0.4,-30.1
CA-2173,2020-09-05,2020-09-07,Same Day,CUS-863,Consumer,Florida,South,Office Supplies,Storage,113.27,2,0.0,24.92
CA-2174,2021-12-17,2021-12-24,Standard Class,CUS-682,Home Office,New York,Central,Furniture,Furnishings,517.38,1,0.1,-44.84
CA-2175,2020-07-17,2020-07-24,Standard Class,CUS-874,Consumer,Michigan,East,Technology,Copiers,3146.95,9,0.0,566.45
CA-2176,2023-09-27,2023-09-27,Same Day,CUS-564,Home Office,Ohio,Central,Furniture,Bookcases,1856.87,9,0.0,148.55
CA-2177,2023-10-02,2023-10-05,First Class,CUS-403,Consumer,Illinois,East,Technology,Laptops,1558.17,6,0.0,280.47
CA-2178,2022-11-06,2022-11-11,Second Class,CUS-929,Home Office,California,Central,Office Supplies,Appliances,160.34,4,0.1,8.55
CA-2179,2022-05-08,2022-05-13,Standard Class,CUS-329,Home Office,Texas,South,Technology,Phones,230.31,1,0.2,-44.91
CA-2180,2020-03-22,2020-03-28,Standard Class,CUS-861,Corporate,California,East,Technology,Phones,2140.1,4,0.0,385.22
CA-2181,2020-07-11,2020-07-18,Standard Class,CUS-388,Corporate,Illinois,Central,Technology,Phones,519.08,2,0.2,-101.22
CA-2182,2022-06-14,2022-06-19,Second Class,CUS-663,Consumer,Michigan,Central,Furniture,Chairs,709.57,2,0.0,56.77
CA-2183,2023-05-06,2023-05-11,Second Class,CUS-467,Corporate,California,West,Technology,Phones,1794.28,8,0.2,-349.88
CA-2184,2022-03-08,2022-03-12,Second Class,CUS-536,Corporate,New York,Central,Furniture,Chairs,1907.27,4,0.0,152.58
CA-2185,2023-11-04,2023-11-09,Second Class,CUS-180,Consumer,Illinois,West,Technology,Accessories,1792.03,5,0.2,-349.45
CA-2186,2022-03-09,2022-03-16,Standard Class,CUS-449,Corporate,Illinois,East,Furniture,Chairs,2587.33,9,0.3,-1456.29
CA-2187,2021-04-03,2021-04-08,Second Class,CUS-508,Consumer,Florida,South,Technology,Accessories,595.47,2,0.4,-488.29
CA-2188,2021-07-29,2021-08-03,Standard Class,CUS-779,Consumer,Florida,East,Office Supplies,Paper,359.74,6,0.1,19.19
CA-2189,2021-02-09,2021-02-13,Second Class,CUS-169,Consumer,Ohio,East,Technology,Phones,1397.0,7,0.2,-272.42
CA-2190,2020-07-12,2020-07-12,Same Day,CUS-605,Home Office,New York,East,Furniture,Bookcases,752.37,3,0.3,-423.47
CA-2191,2020-07-10,2020-07-14,Second Class,CUS-615,Consumer,Texas,East,Furniture,Bookcases,639.02,3,0.2,-188.51
CA-2192,2020-10-27,2020-10-29,First Class,CUS-649,Corporate,New York,Central,Technology,Copiers,2992.04,6,0.0,538.57
CA-2193,2023-07-12,2023-07-19,Standard Class,CUS-362,Consumer,Florida,South,Furniture,Tables,1516.56,5,0.3,-853.61
CA-2194,2022-07-04,2022-07-11,Standard Class,CUS-234,Corporate,Illinois,South,Office Supplies,Appliances,51.83,1,0.0,11.4
CA-2195,2023-07-08,2023-07-11,Second Class,CUS-814,Corporate,Florida,South,Office Supplies,Paper,812.68,9,0.0,178.79
CA-2196,2020-01-17,2020-01-23,Standard Class,CUS-575,Home Office,Ohio,Central,Technology,Laptops,949.54,2,0.0,170.92
CA-2197,2023-05-16,2023-05-21,Second Class,CUS-234,Corporate,Ohio,South,Office Supplies,Paper,456.53,8,0.0,100.44
CA-2198,2021-05-13,2021-05-19,Standard Class,CUS-704,Consumer,Florida,West,Technology,Laptops,524.01,3,0.4,-429.69
CA-2199,2021-03-21,2021-03-25,Second Class,CUS-288,Home Office,Texas,Central,Furniture,Tables,1797.21,8,0.3,-1011.57
CA-2200,2022-04-29,2022-05-06,Standard Class,CUS-170,Home Office,Illinois,East,Technology,Laptops,354.96,1,0.1,4.73
CA-2201,2020-10-23,2020-10-30,Standard Class,CUS-459,Consumer,Washington,South,Technology,Copiers,1969.3,4,0.0,354.47
CA-2202,2023-02-12,2023-02-18,Standard Class,CUS-621,Home Office,Ohio,South,Office Supplies,Appliances,415.89,8,0.0,91.5
CA-2203,2021-10-21,2021-10-26,Standard Class,CUS-469,Corporate,New York,Central,Furniture,Tables,367.7,2,0.1,-31.87
CA-2204,2020-11-10,2020-11-15,Standard Class,CUS-618,Corporate,Washington,West,Office Supplies,Paper,229.05,4,0.0,50.39
CA-2205,2023-10-25,2023-11-01,Standard Class,CUS-788,Corporate,Florida,Central,Technology,Laptops,2887.27,5,0.0,519.71
CA-2206,2022-08-12,2022-08-14,First Class,CUS-653,Home Office,Michigan,East,Office Supplies,Pens,402.54,9,0.0,88.56
CA-2207,2021-04-22,2021-04-28,Standard Class,CUS-789,Corporate,Florida,East,Furniture,Furnishings,1394.99,4,0.4,-1283.39
CA-2208,2021-02-23,2021-03-01,Standard Class,CUS-861,Corporate,California,Central,Furniture,Bookcases,2249.47,6,0.0,179.96
CA-2209,2020-09-06,2020-09-12,Standard Class,CUS-194,Corporate,Ohio,Central,Office Supplies,Storage,631.41,9,0.0,138.91
CA-2210,2020-01-08,2020-01-13,Standard Class,CUS-882,Home Office,California,South,Technology,Copiers,3243.5,5,0.0,583.83
CA-2211,2023-08-29,2023-09-01,Second Class,CUS-589,Home Office,Florida,South,Furniture,Chairs,1562.13,3,0.1,-135.38
CA-2212,2020-06-01,2020-06-05,First Class,CUS-759,Home Office,Texas,South,Furniture,Bookcases,3207.06,7,0.2,-946.08
CA-2213,2023-10-07,2023-10-13,Standard Class,CUS-112,Consumer,New York,East,Technology,Laptops,2845.12,5,0.2,-554.8
CA-2214,2020-07-11,2020-07-16,Second Class,CUS-156,Home Office,California,South,Office Supplies,Paper,170.92,3,0.1,9.12
CA-2215,2021-05-26,2021-06-02,Standard Class,CUS-265,Home Office,Texas,South,Technology,Accessories,1728.16,6,0.0,311.07
CA-2216,2021-11-07,2021-11-12,Standard Class,CUS-985,Home Office,California,Central,Furniture,Furnishings,791.97,2,0.0,63.36
CA-2217,2023-11-06,2023-11-09,Second Class,CUS-104,Corporate,Illinois,West,Furniture,Furnishings,567.98,1,0.0,45.44
CA-2218,2021-05-12,2021-05-17,Standard Class,CUS-152,Home Office,Ohio,South,Furniture,Chairs,1059.04,6,0.2,-312.42
CA-2219,2022-01-07,2022-01-13,Standard Class,CUS-626,Home Office,Florida,East,Furniture,Tables,1221.1,4,0.5,-1733.95
CA-2220,2023-07-12,2023-07-15,Second Class,CUS-857,Consumer,Florida,South,Furniture,Furnishings,1020.17,3,0.0,81.61
CA-2221,2023-06-30,2023-07-06,Standard Class,CUS-913,Corporate,Michigan,South,Furniture,Furnishings,3153.06,8,0.2,-930.15
CA-2222,2023-12-02,2023-12-05,First Class,CUS-218,Corporate,Ohio,South,Technology,Accessories,2233.68,3,0.0,402.06
CA-2223,2023-09-21,2023-09-28,Standard Class,CUS-388,Home Office,Texas,South,Furniture,Tables,378.44,3,0.4,-348.17
CA-2224,2023-10-11,2023-10-16,Standard Class,CUS-978,Consumer,Illinois,Central,Technology,Phones,3211.05,9,0.3,-1486.26
CA-2225,2021-11-28,2021-12-04,Standard Class,CUS-489,Home Office,Ohio,Central,Furniture,Chairs,2775.51,5,0.0,222.04
CA-2226,2020-09-14,2020-09-20,Standard Class,CUS-578,Home Office,Ohio,Central,Furniture,Tables,2636.16,6,0.0,210.89
CA-2227,2022-12-14,2022-12-19,Standard Class,CUS-645,Corporate,Washington,South,Office Supplies,Paper,45.9,1,0.0,10.1
CA-2228,2020-07-25,2020-07-27,First Class,CUS-494,Home Office,Florida,East,Technology,Accessories,2221.77,4,0.1,29.62
CA-2229,2020-03-26,2020-04-01,Standard Class,CUS-948,Consumer,Michigan,West,Office Supplies,Paper,251.41,3,0.0,55.31
CA-2230,2023-06-11,2023-06-14,First Class,CUS-343,Corporate,Illinois,South,Technology,Copiers,4039.02,7,0.2,-787.61
CA-2231,2020-09-02,2020-09-08,Standard Class,CUS-107,Consumer,Ohio,East,Furniture,Bookcases,683.43,3,0.2,-201.61
CA-2232,2020-10-30,2020-11-01,First Class,CUS-484,Corporate,Michigan,South,Technology,Accessories,3903.8,9,0.3,-1806.9
CA-2233,2023-07-08,2023-07-14,Standard Class,CUS-612,Consumer,New York,Central,Technology,Accessories,5759.85,8,0.0,1036.77
CA-2234,2021-11-04,2021-11-09,Second Class,CUS-536,Corporate,California,South,Office Supplies,Appliances,199.8,6,0.2,-30.97
CA-2235,2023-04-27,2023-05-03,Standard Class,CUS-477,Consumer,Florida,South,Office Supplies,Appliances,110.16,2,0.1,5.88
CA-2236,2021-09-14,2021-09-20,Standard Class,CUS-702,Home Office,Florida,Central,Office Supplies,Storage,768.87,8,0.0,169.15
CA-2237,2021-04-27,2021-05-03,Standard Class,CUS-166,Home Office,Texas,West,Furniture,Bookcases,1274.6,5,0.4,-1172.64
CA-2238,2020-02-15,2020-02-19,Second Class,CUS-777,Home Office,Florida,Central,Furniture,Chairs,2409.65,6,0.0,192.77
CA-2239,2020-08-04,2020-08-11,Standard Class,CUS-860,Consumer,Michigan,West,Furniture,Bookcases,3671.5,7,0.1,-318.2
CA-2240,2022-12-03,2022-12-10,Standard Class,CUS-176,Consumer,Texas,South,Furniture,Tables,1931.76,7,0.1,-167.42
CA-2241,2022-12-04,2022-12-09,Standard Class,CUS-474,Corporate,Florida,Central,Technology,Laptops,2086.13,7,0.0,375.5
CA-2242,2023-08-10,2023-08-13,Second Class,CUS-459,Home Office,Ohio,South,Technology,Copiers,365.11,2,0.5,-481.95
CA-2243,2022-12-25,2022-12-30,Standard Class,CUS-910,Corporate,Washington,South,Technology,Laptops,1278.16,6,0.4,-1048.09
CA-2244,2023-03-01,2023-03-07,Standard Class,CUS-131,Home Office,California,Central,Office Supplies,Appliances,540.23,7,0.0,118.85
CA-2245,2023-04-29,2023-05-05,Standard Class,CUS-248,Home Office,Washington,East,Technology,Copiers,6540.05,9,0.0,1177.21
CA-2246,2022-08-16,2022-08-21,Standard Class,CUS-958,Corporate,California,Central,Office Supplies,Appliances,130.76,2,0.2,-20.27
CA-2247,2023-06-20,2023-06-27,Standard Class,CUS-158,Corporate,Illinois,West,Office Supplies,Paper,133.19,5,0.2,-20.65
CA-2248,2021-11-20,2021-11-23,First Class,CUS-747,Corporate,California,East,Technology,Laptops,2448.74,4,0.0,440.77
CA-2249,2023-01-03,2023-01-10,Standard Class,CUS-740,Home Office,New York,South,Technology,Laptops,3200.7,8,0.2,-624.14
CA-2250,2021-08-13,2021-08-20,Standard Class,CUS-190,Consumer,Ohio,East,Technology,Copiers,2201.54,5,0.0,396.28
CA-2251,2021-10-05,2021-10-10,Second Class,CUS-334,Home Office,Michigan,South,Office Supplies,Storage,403.79,8,0.3,-170.74
CA-2252,2021-07-15,2021-07-21,Standard Class,CUS-397,Home Office,Ohio,South,Furniture,Bookcases,209.12,1,0.4,-192.39
CA-2253,2022-08-12,2022-08-17,Standard Class,CUS-493,Consumer,Texas,Central,Furniture,Furnishings,2276.39,4,0.0,182.11
CA-2254,2023-08-03,2023-08-10,Standard Class,CUS-677,Consumer,Florida,East,Furniture,Bookcases,1635.16,4,0.1,-141.71
CA-2255,2021-02-13,2021-02-15,Same Day,CUS-954,Home Office,Ohio,East,Technology,Copiers,3380.43,6,0.0,608.48
CA-2256,2023-03-12,2023-03-12,Same Day,CUS-797,Consumer,Illinois,Central,Technology,Phones,1331.5,2,0.0,239.67
CA-2257,2020-07-11,2020-07-13,First Class,CUS-208,Home Office,New York,West,Technology,Laptops,814.07,4,0.3,-376.8
CA-2258,2020-11-03,2020-11-09,Standard Class,CUS-997,Home Office,Washington,West,Technology,Accessories,1315.7,5,0.3,-608.98
CA-2259,2023-08-13,2023-08-18,Second Class,CUS-336,Consumer,Washington,West,Technology,Copiers,2344.9,5,0.0,422.08
CA-2260,2021-12-31,2022-01-03,First Class,CUS-488,Corporate,Michigan,West,Furniture,Chairs,409.46,2,0.4,-376.71
CA-2261,2021-03-09,2021-03-14,Standard Class,CUS-941,Corporate,Texas,West,Technology,Accessories,3160.19,7,0.0,568.83
CA-2262,2022-01-07,2022-01-12,Standard Class,CUS-834,Consumer,Ohio,West,Furniture,Bookcases,1419.29,4,0.0,113.54
CA-2263,2023-01-08,2023-01-14,Standard Class,CUS-531,Consumer,Washington,Central,Technology,Accessories,588.5,1,0.0,105.93
CA-2264,2020-06-04,2020-06-07,First Class,CUS-112,Consumer,Washington,South,Furniture,Furnishings,746.07,4,0.5,-1059.42
CA-2265,2020-11-03,2020-11-10,Standard Class,CUS-321,Home Office,Texas,Central,Office Supplies,Storage,311.44,8,0.1,16.61
CA-2266,2023-06-10,2023-06-14,Second Class,CUS-992,Consumer,California,East,Office Supplies,Appliances,172.65,2,0.0,37.98
CA-2267,2022-11-25,2022-11-27,Same Day,CUS-537,Corporate,California,East,Furniture,Tables,460.73,1,0.2,-135.91
CA-2268,2023-05-02,2023-05-08,Standard Class,CUS-858,Corporate,California,East,Furniture,Tables,3248.07,7,0.0,259.85
CA-2269,2021-06-11,2021-06-18,Standard Class,CUS-261,Home Office,Washington,East,Furniture,Furnishings,3765.6,7,0.1,-326.35
CA-2270,2021-11-14,2021-11-20,Standard Class,CUS-631,Corporate,Illinois,East,Office Supplies,Paper,446.56,8,0.2,-69.22
CA-2271,2020-01-24,2020-01-31,Standard Class,CUS-125,Consumer,Ohio,East,Technology,Phones,2048.82,4,0.1,27.32
CA-2272,2023-09-24,2023-09-30,Standard Class,CUS-381,Corporate,California,East,Furniture,Bookcases,1368.57,4,0.1,-118.61
CA-2273,2020-03-12,2020-03-17,Second Class,CUS-248,Corporate,California,West,Office Supplies,Binders,316.9,5,0.3,-134.01
CA-2274,2022-06-15,2022-06-22,Standard Class,CUS-882,Corporate,Ohio,West,Furniture,Bookcases,988.63,4,0.0,79.09
CA-2275,2022-01-31,2022-02-03,Second Class,CUS-512,Home Office,Texas,South,Office Supplies,Paper,144.91,7,0.4,-113.03
CA-2276,2023-06-19,2023-06-26,Standard Class,CUS-482,Corporate,New York,East,Office Supplies,Storage,314.56,7,0.2,-48.76
CA-2277,2022-05-30,2022-06-02,Second Class,CUS-215,Home Office,Florida,West,Furniture,Bookcases,2911.99,5,0.0,232.96
CA-2278,2022-05-21,2022-05-26,Standard Class,CUS-206,Corporate,Michigan,East,Office Supplies,Pens,459.74,6,0.0,101.14
CA-2279,2021-01-24,2021-01-28,Second Class,CUS-801,Home Office,Texas,West,Technology,Accessories,1833.22,6,0.0,329.98
CA-2280,2023-03-30,2023-04-06,Standard Class,CUS-636,Home Office,Ohio,East,Office Supplies,Pens,159.14,2,0.0,35.01
